1  IEA-3.4MW-RWT, Based on IEA-3.4MW-130D-RWT, version 4.30. aerodynamic Data from the Excel file
7				
1    145  21.00   DU08-W-210  (Re=12x10^6)
60.00		0.70580		1.11595		-0.33726
65.00		0.60292		1.20847		-0.35390
70.00		0.50004		1.30098		-0.37055
75.00		0.37833		1.35966		-0.38384
80.00		0.25661		1.41833		-0.39714
85.00		0.12831		1.43570		-0.40596
90.00		0.00000		1.45306		-0.41478
95.00		-0.08981	1.43570		-0.41894
100.00		-0.17963	1.41833		-0.42309
105.00		-0.26483	1.35966		-0.41922
110.00		-0.35003	1.30098		-0.41536
115.00		-0.42204	1.20847		-0.40540
120.00		-0.49406	1.11595		-0.39544
125.00		-0.54755	1.00114		-0.38251
130.00		-0.60104	0.88632		-0.36959
135.00		-0.63573	0.76338		-0.35812
140.00		-0.67043	0.64045		-0.34666
145.00		-0.69475	0.52451		-0.34393
150.00		-0.71907	0.40857		-0.34119
155.00		-0.76278	0.31386		-0.36668
160.00		-0.80649	0.21914		-0.39217
165.00		-0.60487	0.16435		-0.44608
170.00		-0.40325	0.10957		-0.50000
175.00		-0.20162	0.05479		-0.25000
180.00		0.00000		0.00000		0.00000
5     145  40.0000   FX77-W-400 (Re=3.0E+06)
-180.000	0.00000	    0.01000	    0.00000
-175.000	0.24645	    0.01000	    0.20000
-170.000	0.49290	    0.01000	    0.40000
-165.000	0.60310	    0.05210	    0.35275
-160.000	0.71330	    0.09420	    0.30550
-155.000	0.67505	    0.18220	    0.28230
-150.000	0.63680	    0.27020	    0.25910
-145.000	0.61555	    0.37850	    0.26145
-140.000	0.59430	    0.48680	    0.26380
-135.000	0.56365	    0.60250	    0.27460
-130.000	0.53300	    0.71820	    0.28540
-125.000	0.48565	    0.82775	    0.29825
-120.000	0.43830	    0.93730	    0.31110
-115.000	0.37445	    1.02790	    0.32190
-110.000	0.31060	    1.11850	    0.33270
-105.000	0.23500	    1.17955	    0.33850
-100.000	0.15940	    1.24060	    0.34430
-95.000	    0.07970	    1.26530	    0.34305
-90.000	    0.00000	    1.29000	    0.34180
-85.000	   -0.07970	    1.26530	    0.33040
-80.000	   -0.15940	    1.24060	    0.31900
-75.000	   -0.23500	    1.17955	    0.30175
-70.000	   -0.31060	    1.11850	    0.28450
-65.000	   -0.37445	    1.02790	    0.26370
-60.000	   -0.43830	    0.93730	    0.24290
-55.000	   -0.48565	    0.82775	    0.22125
-50.000	   -0.53300	    0.71820	    0.19960
-45.000	   -0.56365	    0.60250	    0.17925
-40.000	   -0.59430	    0.48680	    0.15890
-38.000	   -0.60280	    0.44348	    0.15168
-36.000	   -0.61130	    0.40016	    0.14446
-34.000	   -0.61980	    0.35684	    0.13724
-32.000	   -0.62830	    0.31352	    0.13002
-30.000	   -0.63680	    0.27020	    0.12280
-28.000	   -0.65210	    0.23500	    0.11510
-26.000	   -0.66740	    0.19980	    0.10740
-24.000	   -0.68270	    0.16460	    0.09970
-22.000	   -0.69800	    0.12940	    0.09200
